"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"14.05.2018","186,64","187,71","187,86","186,20","15,65M","-0,19%"
"11.05.2018","186,99","184,85","188,32","184,18","21,21M","0,79%"
"10.05.2018","185,53","183,15","186,13","182,50","21,07M","1,57%"
"09.05.2018","182,66","179,67","183,01","178,78","23,28M","2,09%"
"08.05.2018","178,92","178,25","179,04","177,11","15,58M","0,53%"
"07.05.2018","177,97","177,35","179,50","177,17","18,70M","0,77%"
"04.05.2018","176,61","173,08","176,98","173,06","17,68M","1,49%"
"03.05.2018","174,02","175,13","176,12","172,12","24,03M","-1,16%"
"02.05.2018","176,07","174,25","178,08","174,20","30,42M","1,27%"
"01.05.2018","173,86","172,00","174,02","170,23","26,03M","1,08%"
"30.04.2018","172,00","173,79","175,72","171,71","20,75M","-0,92%"
"27.04.2018","173,59","176,81","177,10","172,60","29,80M","-0,33%"
"26.04.2018","174,16","173,22","176,27","170,80","77,56M","9,06%"
"25.04.2018","159,69","160,14","161,06","156,19","41,08M","0,00%"
"24.04.2018","159,69","165,43","166,10","158,19","35,08M","-3,71%"
"23.04.2018","165,84","167,27","168,45","165,09","23,09M","-0,26%"
"20.04.2018","166,28","167,79","168,43","165,81","19,12M","-1,08%"
"19.04.2018","168,10","166,20","168,33","165,20","22,23M","1,05%"
"18.04.2018","166,36","166,88","168,12","165,77","20,97M","-1,36%"
"17.04.2018","168,66","165,83","169,00","165,66","22,74M","2,32%"
"16.04.2018","164,83","165,72","165,78","163,39","18,12M","0,19%"
"13.04.2018","164,52","164,58","165,70","163,77","19,99M","0,40%"
"12.04.2018","163,87","166,98","167,45","163,10","38,26M","-1,47%"
"11.04.2018","166,32","165,36","168,65","163,25","56,14M","0,78%"
"10.04.2018","165,04","157,93","165,98","157,01","58,95M","4,50%"
"09.04.2018","157,93","157,82","160,53","156,04","34,92M","0,46%"
"06.04.2018","157,20","157,73","161,42","156,81","41,64M","-1,34%"
"05.04.2018","159,34","161,56","161,57","156,65","41,45M","2,73%"
"04.04.2018","155,10","152,03","155,56","150,51","49,89M","-0,65%"
"03.04.2018","156,11","156,55","157,39","150,81","42,54M","0,46%"
"02.04.2018","155,39","157,81","159,20","154,11","36,80M","-2,75%"
"29.03.2018","159,79","155,15","161,42","154,14","59,43M","4,42%"
"28.03.2018","153,03","151,65","155,88","150,80","60,03M","0,53%"
"27.03.2018","152,22","156,31","162,85","150,75","79,12M","-4,90%"
"26.03.2018","160,06","160,82","161,10","149,02","126,12M","0,42%"
"23.03.2018","159,39","165,44","167,10","159,02","53,61M","-3,34%"
"22.03.2018","164,89","166,13","170,27","163,72","73,74M","-2,66%"
"21.03.2018","169,39","164,80","173,40","163,30","106,60M","0,74%"
"20.03.2018","168,15","167,47","170,20","161,95","129,85M","-2,56%"
"19.03.2018","172,56","177,01","177,17","170,06","88,14M","-6,77%"
"16.03.2018","185,09","184,49","185,33","183,41","24,40M","0,67%"
"15.03.2018","183,86","183,24","184,00","182,19","15,65M","-0,18%"
"14.03.2018","184,19","182,60","184,25","181,85","16,82M","1,27%"
"13.03.2018","181,88","185,61","185,99","181,11","18,07M","-1,56%"
"12.03.2018","184,76","185,23","186,10","184,22","15,30M","-0,25%"
"09.03.2018","185,23","183,91","185,51","183,21","18,53M","1,58%"
"08.03.2018","182,34","183,56","184,40","181,45","17,23M","-0,75%"
"07.03.2018","183,71","178,74","183,82","178,07","19,10M","2,19%"
"06.03.2018","179,78","181,78","182,38","179,11","15,09M","-0,34%"
"05.03.2018","180,40","176,20","181,15","175,89","16,19M","2,14%"
"02.03.2018","176,62","173,29","177,11","172,99","20,03M","0,39%"
"01.03.2018","175,94","179,01","180,12","174,41","23,20M","-1,33%"
"28.02.2018","178,32","182,30","182,88","178,14","18,78M","-1,73%"
"27.02.2018","181,46","184,45","184,70","181,46","15,85M","-1,88%"
"26.02.2018","184,93","184,58","185,66","183,22","17,60M","0,89%"
"23.02.2018","183,29","179,90","183,39","179,51","19,01M","2,40%"
"22.02.2018","178,99","178,70","180,21","177,41","18,46M","0,61%"
"21.02.2018","177,91","176,71","181,27","176,40","23,20M","1,08%"
"20.02.2018","176,01","175,77","177,95","175,11","21,20M","-0,76%"
"16.02.2018","177,36","178,99","179,88","176,30","21,02M","-1,44%"
"15.02.2018","179,96","180,50","180,50","176,84","20,92M","0,25%"
"14.02.2018","179,52","173,45","179,81","173,21","28,93M","3,68%"
"13.02.2018","173,15","175,62","175,97","173,10","21,81M","-1,85%"
"12.02.2018","176,41","177,06","177,54","171,84","32,09M","0,17%"
"09.02.2018","176,11","174,76","176,90","167,18","39,89M","2,64%"
"08.02.2018","171,58","181,01","181,84","171,48","38,48M","-4,77%"
"07.02.2018","180,18","184,15","185,08","179,95","27,60M","-2,77%"
"06.02.2018","185,31","178,57","185,77","177,74","37,76M","2,23%"
"05.02.2018","181,26","186,93","190,61","180,61","33,13M","-4,74%"
"02.02.2018","190,28","192,04","194,21","189,98","26,68M","-1,46%"
"01.02.2018","193,09","188,22","195,32","187,89","54,21M","3,32%"
"31.01.2018","186,89","188,37","189,83","185,22","43,28M","-0,12%"
"30.01.2018","187,12","183,01","188,18","181,84","20,86M","0,61%"
"29.01.2018","185,98","188,75","188,84","185,63","20,45M","-2,12%"
"26.01.2018","190,00","187,75","190,00","186,81","17,76M","1,34%"
"25.01.2018","187,48","187,95","188,62","186,60","17,38M","0,50%"
"24.01.2018","186,55","189,89","190,66","186,52","24,33M","-1,48%"
"23.01.2018","189,35","186,05","189,55","185,55","25,68M","2,15%"
"22.01.2018","185,37","180,80","185,39","180,41","21,06M","2,25%"
"19.01.2018","181,29","180,85","182,37","180,17","26,83M","0,83%"
"18.01.2018","179,80","178,13","180,98","177,08","23,30M","1,24%"
"17.01.2018","177,60","179,26","179,32","175,80","27,99M","-0,44%"
"16.01.2018","178,39","181,50","181,75","178,04","36,18M","-0,55%"
"12.01.2018","179,37","178,06","181,48","177,40","77,55M","-4,47%"
"11.01.2018","187,77","188,40","188,40","187,38","9,59M","-0,04%"
"10.01.2018","187,84","186,94","187,89","185,63","10,53M","-0,02%"
"09.01.2018","187,87","188,70","188,80","187,10","12,39M","-0,22%"
"08.01.2018","188,28","187,20","188,90","186,33","17,99M","0,77%"
"05.01.2018","186,85","185,59","186,90","184,93","13,57M","1,37%"
"04.01.2018","184,33","184,90","186,21","184,10","13,88M","-0,18%"
"03.01.2018","184,67","181,88","184,78","181,33","16,89M","1,79%"
"02.01.2018","181,42","177,68","181,58","177,55","18,15M","2,81%"
"29.12.2017","176,46","178,00","178,85","176,46","10,26M","-0,82%"
"28.12.2017","177,92","177,95","178,94","177,68","12,22M","0,17%"
"27.12.2017","177,62","176,55","178,44","176,26","9,50M","0,93%"
"26.12.2017","175,99","176,63","177,00","174,67","8,90M","-0,68%"
"22.12.2017","177,20","177,14","177,53","176,23","8,51M","-0,14%"
"21.12.2017","177,45","177,94","178,68","177,05","11,60M","-0,25%"
"20.12.2017","177,89","179,81","179,81","177,36","11,86M","-0,90%"
"19.12.2017","179,51","179,95","180,08","178,22","14,92M","-0,72%"
"18.12.2017","180,82","181,01","181,30","179,75","17,27M","0,36%"
"15.12.2017","180,18","179,02","180,49","178,36","28,46M","1,00%"
"14.12.2017","178,39","178,29","180,36","177,68","13,59M","0,05%"
"13.12.2017","178,30","177,30","179,16","177,25","14,62M","0,76%"
"12.12.2017","176,96","178,60","179,18","176,60","16,85M","-1,16%"
"11.12.2017","179,04","179,30","180,22","178,80","13,17M","0,02%"
"08.12.2017","179,00","181,53","182,28","178,74","19,88M","-0,63%"
"07.12.2017","180,14","175,80","180,39","175,80","20,40M","2,32%"
"06.12.2017","176,06","172,50","176,77","171,90","20,26M","1,87%"
"05.12.2017","172,83","170,45","175,38","169,01","20,18M","0,79%"
"04.12.2017","171,47","176,29","176,57","170,79","24,46M","-2,07%"
"01.12.2017","175,10","176,03","177,48","172,34","20,18M","-1,17%"
"30.11.2017","177,18","176,85","178,28","175,20","25,31M","1,17%"
"29.11.2017","175,13","181,89","181,97","174,00","41,93M","-4,00%"
"28.11.2017","182,42","183,51","184,25","182,09","14,38M","-0,33%"
"27.11.2017","183,03","182,56","183,73","181,99","12,34M","0,14%"
"24.11.2017","182,78","180,40","183,15","180,29","9,43M","1,06%"
"22.11.2017","180,87","181,30","181,73","180,44","10,38M","-0,54%"
"21.11.2017","181,86","179,15","181,89","178,99","14,50M","1,75%"
"20.11.2017","178,74","178,87","179,50","178,10","10,05M","-0,15%"
"17.11.2017","179,00","179,30","179,98","178,90","13,02M","-0,33%"
"16.11.2017","179,59","178,76","179,83","178,50","15,61M","0,92%"
"15.11.2017","177,95","176,66","178,57","176,40","10,25M","-0,07%"
"14.11.2017","178,07","178,13","178,97","177,18","9,59M","-0,39%"
"13.11.2017","178,77","177,50","179,04","177,30","9,52M","0,17%"
"10.11.2017","178,46","178,35","179,10","177,96","11,07M","-0,47%"
"09.11.2017","179,30","178,31","179,40","177,09","12,61M","-0,14%"
"08.11.2017","179,56","179,79","180,35","179,11","10,49M","-0,38%"
"07.11.2017","180,25","180,50","180,75","178,96","12,93M","0,04%"
"06.11.2017","180,17","178,56","180,45","178,31","13,31M","0,70%"
"03.11.2017","178,92","179,29","179,86","176,71","17,82M","0,00%"
"02.11.2017","178,92","180,63","181,94","177,34","35,53M","-2,05%"
"01.11.2017","182,66","182,36","182,90","180,57","40,92M","1,44%"
"31.10.2017","180,06","180,57","180,80","178,94","20,17M","0,11%"
"30.10.2017","179,87","179,26","180,69","177,61","24,35M","1,12%"
"27.10.2017","177,88","174,15","178,21","173,90","30,29M","4,25%"
"26.10.2017","170,63","171,38","172,28","170,39","11,83M","0,02%"
"25.10.2017","170,60","171,90","172,25","168,89","15,87M","-0,70%"
"24.10.2017","171,80","172,30","173,24","171,50","12,27M","0,31%"
"23.10.2017","171,27","175,20","175,34","171,25","13,85M","-2,12%"
"20.10.2017","174,98","175,50","175,88","174,63","12,60M","0,24%"
"19.10.2017","174,56","174,93","176,03","172,63","14,05M","-0,84%"
"18.10.2017","176,03","176,65","176,74","175,75","12,75M","-0,05%"
"17.10.2017","176,11","174,71","176,13","174,36","15,99M","0,91%"
"16.10.2017","174,52","174,49","175,00","174,06","11,50M","0,45%"
"13.10.2017","173,74","173,45","174,65","173,20","13,66M","0,69%"
"12.10.2017","172,55","172,61","173,85","172,29","10,35M","-0,11%"
"11.10.2017","172,74","171,95","172,78","171,40","11,28M","0,67%"
"10.10.2017","171,59","173,00","173,20","170,80","11,34M","-0,53%"
"09.10.2017","172,50","172,70","174,88","172,00","14,57M","0,16%"
"06.10.2017","172,23","170,25","172,37","169,75","13,12M","0,58%"
"05.10.2017","171,24","169,18","171,31","168,60","14,58M","1,67%"
"04.10.2017","168,42","169,83","170,67","168,29","12,13M","-0,91%"
"03.10.2017","169,96","169,30","170,73","169,20","8,19M","0,29%"
"02.10.2017","169,47","171,39","171,87","168,75","13,39M","-0,82%"
"29.09.2017","170,87","168,83","171,66","168,81","15,34M","1,27%"
"28.09.2017","168,73","167,94","169,07","167,16","12,18M","0,63%"
"27.09.2017","167,68","165,90","168,34","165,57","19,24M","2,11%"
"26.09.2017","164,21","164,50","165,50","162,78","23,36M","0,82%"
"25.09.2017","162,87","169,24","169,30","161,56","41,25M","-4,50%"
"22.09.2017","170,54","170,21","171,73","169,22","12,10M","-0,33%"
"21.09.2017","171,11","171,69","172,27","170,01","11,16M","-0,62%"
"20.09.2017","172,17","172,50","173,05","170,70","12,26M","-0,20%"
"19.09.2017","172,52","170,62","172,56","170,36","13,17M","1,48%"
"18.09.2017","170,01","171,99","172,07","169,34","12,95M","-0,95%"
"15.09.2017","171,64","170,88","172,34","170,26","15,66M","0,40%"
"14.09.2017","170,96","172,26","172,28","170,50","15,62M","-1,21%"
"13.09.2017","173,05","173,01","173,17","172,06","9,12M","0,05%"
"12.09.2017","172,96","173,76","174,00","171,75","11,19M","-0,32%"
"11.09.2017","173,51","172,40","173,89","172,20","12,37M","1,50%"
"08.09.2017","170,95","173,09","173,49","170,80","11,00M","-1,30%"
"07.09.2017","173,21","171,94","173,31","170,27","18,05M","0,65%"
"06.09.2017","172,09","170,91","172,48","169,57","13,91M","0,80%"
"05.09.2017","170,72","171,27","172,39","169,55","13,22M","-0,76%"
"01.09.2017","172,02","172,40","172,91","171,31","11,68M","0,03%"
"31.08.2017","171,97","170,40","172,15","170,06","17,23M","1,21%"
"30.08.2017","169,92","168,17","170,18","167,63","11,14M","1,11%"
"29.08.2017","168,05","165,25","168,43","165,00","11,12M","0,48%"
"28.08.2017","167,24","166,91","167,70","166,33","8,55M","0,55%"
"25.08.2017","166,32","167,86","168,38","166,18","12,61M","-0,85%"
"24.08.2017","167,74","168,88","169,29","166,41","14,03M","-0,57%"
"23.08.2017","168,71","168,84","169,36","168,20","9,86M","-0,55%"
"22.08.2017","169,64","168,28","169,87","167,15","11,39M","1,11%"
"21.08.2017","167,78","167,16","168,00","165,82","11,91M","0,22%"
"18.08.2017","167,41","166,84","168,67","166,21","15,09M","0,30%"
"17.08.2017","166,91","169,34","169,86","166,85","17,22M","-1,82%"
"16.08.2017","170,00","171,25","171,38","169,24","15,78M","-0,58%"
"15.08.2017","171,00","171,49","171,50","170,01","8,73M","0,15%"
"14.08.2017","170,75","170,09","171,08","169,29","12,95M","1,59%"
"11.08.2017","168,08","167,95","168,82","166,85","13,79M","0,41%"
"10.08.2017","167,40","170,06","170,59","166,85","20,83M","-2,21%"
"09.08.2017","171,18","169,98","171,45","169,56","10,81M","-0,03%"
"08.08.2017","171,23","171,88","173,05","170,62","14,39M","-0,44%"
"07.08.2017","171,98","169,95","172,06","169,66","12,79M","1,39%"
"04.08.2017","169,62","168,97","170,06","168,69","10,78M","0,61%"
"03.08.2017","168,59","169,30","169,70","168,25","10,79M","-0,42%"
"02.08.2017","169,30","170,30","170,55","166,91","17,43M","-0,33%"
"01.08.2017","169,86","169,82","170,47","169,05","14,38M","0,36%"
"31.07.2017","169,25","172,00","172,72","168,55","25,48M","-1,86%"
"28.07.2017","172,45","169,07","173,43","169,05","24,56M","1,18%"
"27.07.2017","170,44","174,70","175,49","167,50","68,91M","2,92%"
"26.07.2017","165,61","166,01","166,01","164,10","35,24M","0,20%"
"25.07.2017","165,28","165,01","165,54","163,86","15,38M","-0,43%"
"24.07.2017","166,00","164,64","166,17","164,31","17,37M","0,95%"
"21.07.2017","164,43","164,16","165,05","163,75","14,74M","-0,06%"
"20.07.2017","164,53","164,80","165,00","162,81","18,52M","0,24%"
"19.07.2017","164,14","163,59","165,70","163,17","26,27M","0,79%"
"18.07.2017","162,86","159,66","163,73","159,42","23,72M","1,96%"
"17.07.2017","159,73","160,25","160,78","158,81","12,86M","-0,15%"
"14.07.2017","159,97","160,13","160,32","159,33","16,37M","0,45%"
"13.07.2017","159,26","158,74","159,78","158,42","13,93M","0,23%"
"12.07.2017","158,90","156,49","159,16","156,20","22,74M","2,34%"
"11.07.2017","155,27","153,37","155,42","152,91","13,67M","1,15%"
"10.07.2017","153,50","151,69","153,98","151,51","13,38M","1,36%"
"07.07.2017","151,44","149,25","151,99","149,19","13,62M","1,76%"
"06.07.2017","148,82","149,03","150,04","148,00","14,95M","-1,01%"
"05.07.2017","150,34","149,00","150,85","148,13","14,33M","1,29%"
"03.07.2017","148,43","151,72","152,15","147,80","13,86M","-1,69%"
"30.06.2017","150,98","151,90","151,92","150,06","17,67M","-0,04%"
"29.06.2017","151,04","152,28","152,50","148,92","23,97M","-1,44%"
"28.06.2017","153,24","150,92","153,47","149,86","16,72M","1,77%"
"27.06.2017","150,58","152,84","153,31","150,39","19,36M","-1,96%"
"26.06.2017","153,59","156,25","156,50","153,20","18,05M","-0,95%"
"23.06.2017","155,07","152,72","155,20","152,65","18,03M","1,09%"
"22.06.2017","153,40","153,01","154,55","152,91","13,01M","-0,33%"
"21.06.2017","153,91","152,36","154,08","151,88","15,04M","1,09%"
"20.06.2017","152,25","152,88","153,84","152,21","14,74M","-0,41%"
"19.06.2017","152,87","151,71","153,57","151,71","19,03M","1,48%"
"16.06.2017","150,64","149,59","150,83","148,60","22,88M","0,56%"
"15.06.2017","149,80","147,67","150,04","146,37","18,99M","-0,30%"
"14.06.2017","150,25","151,26","152,40","149,05","20,81M","-0,29%"
"13.06.2017","150,68","150,15","151,18","148,90","20,48M","1,51%"
"12.06.2017","148,44","148,17","149,19","144,56","33,17M","-0,78%"
"09.06.2017","149,60","154,77","155,59","146,61","35,58M","-3,30%"
"08.06.2017","154,71","154,08","154,73","153,10","17,80M","1,04%"
"07.06.2017","153,12","153,27","153,75","152,34","12,07M","0,20%"
"06.06.2017","152,81","153,41","154,52","152,48","13,46M","-0,53%"
"05.06.2017","153,63","153,64","154,71","153,41","12,52M","0,01%"
"02.06.2017","153,61","151,85","153,63","151,30","16,85M","1,37%"
"01.06.2017","151,53","151,75","152,29","150,30","14,53M","0,05%"
"31.05.2017","151,46","152,70","153,35","151,09","18,02M","-0,60%"
"30.05.2017","152,38","151,97","152,90","151,64","13,23M","0,16%"
"26.05.2017","152,13","152,23","152,25","151,15","15,00M","0,11%"
"25.05.2017","151,96","150,30","152,59","149,95","19,89M","1,28%"
"24.05.2017","150,04","148,51","150,23","148,42","17,94M","1,33%"
"23.05.2017","148,07","148,52","148,81","147,25","12,82M","-0,11%"
"22.05.2017","148,24","148,08","148,59","147,69","12,59M","0,12%"
"19.05.2017","148,06","148,44","149,39","147,96","16,19M","0,27%"
"18.05.2017","147,66","144,72","148,15","144,51","23,03M","1,94%"
"17.05.2017","144,85","148,00","148,67","144,42","28,30M","-3,29%"
"16.05.2017","149,78","150,11","150,21","149,03","14,55M","-0,27%"
"15.05.2017","150,19","150,17","151,48","149,77","15,06M","-0,09%"
"12.05.2017","150,33","150,40","150,46","149,63","9,60M","0,19%"
"11.05.2017","150,04","150,31","150,65","149,41","11,84M","-0,17%"
"10.05.2017","150,29","150,23","150,52","148,86","12,08M","-0,13%"
"09.05.2017","150,48","151,49","152,59","150,21","17,45M","-0,38%"
"08.05.2017","151,06","150,71","151,08","149,74","15,83M","0,55%"
"05.05.2017","150,24","151,45","151,63","149,79","17,15M","-0,40%"
"04.05.2017","150,85","150,17","151,52","148,72","36,23M","-0,63%"
"03.05.2017","151,80","153,60","153,60","151,34","29,78M","-0,64%"
"02.05.2017","152,78","153,34","153,44","151,66","21,87M","0,21%"
"01.05.2017","152,46","151,74","152,57","151,42","25,22M","1,47%"
"28.04.2017","150,25","149,50","151,53","149,07","30,65M","1,73%"
"27.04.2017","147,70","146,67","147,75","146,14","11,28M","0,78%"
"26.04.2017","146,56","147,09","147,59","146,09","12,39M","0,05%"
"25.04.2017","146,49","145,79","147,15","145,79","17,77M","0,70%"
"24.04.2017","145,47","144,96","145,67","144,34","14,41M","1,25%"
"21.04.2017","143,68","143,90","144,17","142,27","12,38M","-0,08%"
"20.04.2017","143,80","142,95","144,25","142,69","15,97M","1,08%"
"19.04.2017","142,27","141,35","143,04","141,27","15,56M","0,93%"
"18.04.2017","140,96","141,27","141,91","140,61","14,81M","-0,33%"
"17.04.2017","141,42","139,76","141,55","139,75","11,52M","1,46%"
"13.04.2017","139,39","139,62","140,58","139,33","10,97M","-0,14%"
"12.04.2017","139,58","139,72","140,40","139,44","11,61M","-0,24%"
"11.04.2017","139,92","140,80","141,03","138,81","16,64M","-0,79%"
"10.04.2017","141,04","141,00","141,43","140,63","9,04M","0,18%"
"07.04.2017","140,78","141,20","141,55","140,24","11,82M","-0,28%"
"06.04.2017","141,17","142,11","142,22","140,91","15,10M","-0,48%"
"05.04.2017","141,85","142,26","143,44","141,29","17,16M","0,08%"
"04.04.2017","141,73","141,86","142,09","141,27","12,95M","-0,39%"
"03.04.2017","142,28","141,93","142,47","140,82","13,56M","0,16%"
"31.03.2017","142,05","142,31","142,63","141,89","11,48M","-0,25%"
"30.03.2017","142,41","142,40","142,95","141,85","12,40M","-0,17%"
"29.03.2017","142,65","141,99","142,86","141,43","16,53M","0,63%"
"28.03.2017","141,76","140,36","141,95","140,01","14,68M","1,03%"
"27.03.2017","140,32","139,05","140,65","138,77","12,80M","-0,01%"
"24.03.2017","140,34","140,08","141,02","139,76","16,66M","0,58%"
"23.03.2017","139,53","139,48","140,39","139,09","13,02M","-0,04%"
"22.03.2017","139,59","137,93","139,79","137,60","17,06M","0,78%"
"21.03.2017","138,51","141,15","142,31","138,40","29,89M","-1,02%"
"20.03.2017","139,94","139,71","140,19","139,25","12,10M","0,07%"
"17.03.2017","139,84","140,34","140,34","139,70","20,59M","-0,11%"
"16.03.2017","139,99","140,20","140,25","139,73","13,61M","0,19%"
"15.03.2017","139,72","139,29","140,10","138,49","19,34M","0,29%"
"14.03.2017","139,32","139,46","139,46","138,52","12,94M","-0,20%"
"13.03.2017","139,60","138,71","139,68","138,67","10,96M","0,58%"
"10.03.2017","138,79","138,91","139,49","138,22","16,31M","0,40%"
"09.03.2017","138,24","137,72","138,57","137,40","15,54M","0,38%"
"08.03.2017","137,72","137,15","137,99","137,05","10,18M","0,31%"
"07.03.2017","137,30","137,03","138,37","136,99","13,53M","-0,09%"
"06.03.2017","137,42","136,88","137,83","136,51","12,75M","0,18%"
"03.03.2017","137,17","136,63","137,33","136,08","11,16M","0,30%"
"02.03.2017","136,76","137,09","137,82","136,31","12,29M","-0,48%"
"01.03.2017","137,42","136,47","137,48","136,30","16,26M","1,39%"
"28.02.2017","135,54","136,79","136,81","134,75","16,11M","-0,64%"
"27.02.2017","136,41","135,26","137,18","135,02","14,31M","0,72%"
"24.02.2017","135,44","134,16","135,62","134,16","12,63M","0,06%"
"23.02.2017","135,36","135,89","136,12","134,33","18,42M","-0,56%"
"22.02.2017","136,12","133,60","136,79","133,46","27,36M","1,79%"
"21.02.2017","133,72","133,50","133,91","132,90","14,76M","0,14%"
"17.02.2017","133,53","133,50","134,09","133,17","12,28M","-0,23%"
"16.02.2017","133,84","133,07","133,87","133,02","12,83M","0,30%"
"15.02.2017","133,44","133,45","133,70","132,66","13,23M","-0,31%"
"14.02.2017","133,85","134,10","134,23","132,55","14,36M","-0,15%"
"13.02.2017","134,05","134,70","134,70","133,70","13,53M","-0,10%"
"10.02.2017","134,19","134,10","134,94","133,68","15,06M","0,04%"
"09.02.2017","134,14","134,49","134,50","133,31","16,47M","-0,04%"
"08.02.2017","134,20","132,60","134,44","132,44","22,39M","1,79%"
"07.02.2017","131,84","132,24","133,00","131,66","14,60M","-0,17%"
"06.02.2017","132,06","130,98","132,06","130,30","17,06M","0,82%"
"03.02.2017","130,98","131,24","132,85","130,76","24,80M","0,11%"
"02.02.2017","130,84","133,22","135,49","130,40","54,37M","-1,79%"
"01.02.2017","133,23","132,25","133,49","130,68","50,14M","2,23%"
"31.01.2017","130,32","130,17","130,66","129,52","19,79M","-0,50%"
"30.01.2017","130,98","131,58","131,58","129,60","18,96M","-0,91%"
"27.01.2017","132,18","132,68","132,95","131,08","19,54M","-0,45%"
"26.01.2017","132,78","131,63","133,14","131,44","20,02M","0,99%"
"25.01.2017","131,48","130,00","131,74","129,77","18,78M","1,63%"
"24.01.2017","129,37","129,38","129,90","128,38","15,16M","0,34%"
"23.01.2017","128,93","127,31","129,25","126,95","16,59M","1,49%"
"20.01.2017","127,04","128,10","128,48","126,78","19,10M","-0,40%"
"19.01.2017","127,55","128,23","128,35","127,45","12,20M","-0,29%"
"18.01.2017","127,92","128,41","128,43","126,84","13,15M","0,04%"
"17.01.2017","127,87","128,04","128,34","127,40","15,29M","-0,37%"
"13.01.2017","128,34","127,49","129,27","127,37","24,88M","1,36%"
"12.01.2017","126,62","125,61","126,73","124,80","18,65M","0,42%"
"11.01.2017","126,09","124,35","126,12","124,06","18,36M","1,40%"
"10.01.2017","124,35","124,82","125,50","124,28","17,32M","-0,44%"
"09.01.2017","124,90","123,55","125,43","123,04","22,88M","1,21%"
"06.01.2017","123,41","120,98","123,88","120,03","28,55M","2,27%"
"05.01.2017","120,67","118,86","120,95","118,32","19,49M","1,67%"
"04.01.2017","118,69","117,55","119,66","117,29","19,63M","1,57%"
"03.01.2017","116,86","116,03","117,84","115,51","20,66M","1,57%"
